"method","confounding","effect_modification","num_obs","reliability","beta_mxr","beta_ym","mean","sd","lower_pct","upper_pct","p_value","significance","bias"
"gestimation",0.6,0,250,0.75,0.204,0,0.0277953340888769,0.200521540593722,-0.362257441661547,0.390036422688386,0.889754228904601,FALSE,0.0277953340888769
"standard",0.6,0,250,0.75,0.204,0,0.505426895071986,0.0645939799029909,0.36414621176812,0.602046864574907,5.08970355130128e-15,TRUE,0.505426895071986
"gestimation",0.6,0,250,0.75,0.204,0,-0.0484048719567777,0.16313285764809,-0.385485616048431,0.277914915695933,0.766679863271327,FALSE,-0.0484048719567777
"standard",0.6,0,250,0.75,0.204,0,0.453186193567849,0.0663275261567955,0.331879332947426,0.569108002417022,8.34178365084008e-12,TRUE,0.453186193567849
"gestimation",0.6,0,250,0.75,0.204,0,0.213890871428532,0.203147262590364,-0.133540177303828,0.568432548436385,0.292393327408082,FALSE,0.213890871428532
"standard",0.6,0,250,0.75,0.204,0,0.595454743126915,0.0602567673824725,0.480002376281957,0.695876993290373,4.98500508240981e-23,TRUE,0.595454743126915
"gestimation",0.6,0,250,0.75,0.204,0,-0.129250400549688,0.208673089704752,-0.537476275319067,0.232681272013585,0.535658282085512,FALSE,-0.129250400549688
"standard",0.6,0,250,0.75,0.204,0,0.578548686744205,0.0826639389426574,0.448123424025061,0.722457450445968,2.58157146374738e-12,TRUE,0.578548686744205
"gestimation",0.6,0,250,0.75,0.204,0,-0.0256162056462099,0.190682642219934,-0.364741749642058,0.317533703909482,0.893134141262371,FALSE,-0.0256162056462099
"standard",0.6,0,250,0.75,0.204,0,0.515230913662334,0.0580423445480938,0.399276643264253,0.634098400753977,6.88046627143465e-19,TRUE,0.515230913662334
"gestimation",0.6,0,250,0.75,0.204,0,-0.188086547321888,0.440181493863429,-1.25692339764483,0.484704613205473,0.66916580453546,FALSE,-0.188086547321888
"standard",0.6,0,250,0.75,0.204,0,0.591120611773252,0.0576056672182054,0.474481294796545,0.682985215049524,1.05060807629955e-24,TRUE,0.591120611773252
"gestimation",0.6,0,250,0.75,0.204,0,0.111554898276855,0.230909290513231,-0.452820495179426,0.501433375358601,0.62901667797289,FALSE,0.111554898276855
"standard",0.6,0,250,0.75,0.204,0,0.626319377563756,0.0638881138759441,0.514997564637119,0.742426130215317,1.08881371131569e-22,TRUE,0.626319377563756
"gestimation",0.6,0,250,0.75,0.204,0,0.0765993339506397,0.246263366435789,-0.53477980171738,0.498630992618156,0.755765346695455,FALSE,0.0765993339506397
"standard",0.6,0,250,0.75,0.204,0,0.56248084176718,0.0720417759522071,0.413351261600678,0.695969689161932,5.82392955878181e-15,TRUE,0.56248084176718
"gestimation",0.6,0,250,0.75,0.204,0,-0.0161849011216969,0.268834740457848,-0.648403644455477,0.376625504387913,0.951993235776908,FALSE,-0.0161849011216969
"standard",0.6,0,250,0.75,0.204,0,0.627800228963322,0.0550376549480401,0.52321216631277,0.729639488156778,3.86960819218671e-30,TRUE,0.627800228963322
"gestimation",0.6,0,250,0.75,0.204,0,0.238764694225639,0.232440336289029,-0.19964982089634,0.609689871729883,0.304322286270894,FALSE,0.238764694225639
"standard",0.6,0,250,0.75,0.204,0,0.434352717550139,0.0897638583525586,0.254092920029486,0.592266729334096,1.30600817322905e-06,TRUE,0.434352717550139
"gestimation",0.6,0,250,0.75,0.204,0,-0.256281153632874,0.247912021848491,-0.844861374225171,0.127022227120647,0.301249088768441,FALSE,-0.256281153632874
"standard",0.6,0,250,0.75,0.204,0,0.51875589555803,0.0837977010577564,0.299735963654169,0.640038021599913,5.99453982209745e-10,TRUE,0.51875589555803
"gestimation",0.6,0,250,0.75,0.204,0,-0.591913592975263,0.448922976981036,-1.73995649230113,-0.0311646642817715,0.187329880814514,TRUE,-0.591913592975263
"standard",0.6,0,250,0.75,0.204,0,0.56855371149498,0.0630435984433217,0.458569642095157,0.664590964495826,1.90819754844654e-19,TRUE,0.56855371149498
"gestimation",0.6,0,250,0.75,0.204,0,-0.192502664464254,0.307959276336406,-0.871789217726485,0.321154387013704,0.531911137460661,FALSE,-0.192502664464254
"standard",0.6,0,250,0.75,0.204,0,0.65486300740693,0.0495691233366285,0.534593407069794,0.735809914144383,7.57025381121401e-40,TRUE,0.65486300740693
"gestimation",0.6,0,250,0.75,0.204,0,0.149359868881254,0.21736306221895,-0.208336910961483,0.554402026623094,0.491991569444968,FALSE,0.149359868881254
"standard",0.6,0,250,0.75,0.204,0,0.635416165102877,0.0589341175543356,0.502638599505314,0.727420861564088,4.19570573353033e-27,TRUE,0.635416165102877
"gestimation",0.6,0,250,0.75,0.204,0,0.154685587277603,0.213821726177279,-0.270863202920684,0.532406421257995,0.469414206283014,FALSE,0.154685587277603
"standard",0.6,0,250,0.75,0.204,0,0.51367967057627,0.0559550852947572,0.398220951415842,0.618131476483001,4.30234617698778e-20,TRUE,0.51367967057627
"gestimation",0.6,0,250,0.75,0.204,0,0.234245194773464,0.180721610801765,-0.130749941674718,0.511247523468932,0.194918324545838,FALSE,0.234245194773464
"standard",0.6,0,250,0.75,0.204,0,0.619810393873406,0.0755293694071883,0.49067313546793,0.767013245295839,2.28266728466858e-16,TRUE,0.619810393873406
"gestimation",0.6,0,250,0.75,0.204,0,-0.099754802804096,0.225084703292377,-0.531340113387262,0.243188864511585,0.657629875738871,FALSE,-0.099754802804096
"standard",0.6,0,250,0.75,0.204,0,0.567150149682594,0.0698933104942465,0.415514503422274,0.681908738005715,4.87738369688889e-16,TRUE,0.567150149682594
"gestimation",0.6,0,250,0.75,0.204,0,-0.0853024508797494,0.221747779877509,-0.493650519027168,0.242739579573542,0.700472794139127,FALSE,-0.0853024508797494
"standard",0.6,0,250,0.75,0.204,0,0.633620129813127,0.0646446698792515,0.482626479319007,0.737975247864098,1.10834299198911e-22,TRUE,0.633620129813127
"gestimation",0.6,0,250,0.75,0.204,0,-0.187149586790799,0.340130320214476,-0.885859125095718,0.254455233090735,0.582162273185102,FALSE,-0.187149586790799
"standard",0.6,0,250,0.75,0.204,0,0.505035147855984,0.0648409268605831,0.375028078286052,0.615035742462863,6.76309494661649e-15,TRUE,0.505035147855984
"gestimation",0.6,0,250,0.75,0.204,0,0.0372542764585672,0.218482570291535,-0.431834162100818,0.423233671321094,0.864606143050031,FALSE,0.0372542764585672
"standard",0.6,0,250,0.75,0.204,0,0.573631563645543,0.0448010345909537,0.493183421640127,0.656475011573272,1.55758422840575e-37,TRUE,0.573631563645543
"gestimation",0.6,0,250,0.75,0.204,0,-0.00775345959947642,0.237435283472484,-0.510667031308765,0.363858709496346,0.973949674543654,FALSE,-0.00775345959947642
"standard",0.6,0,250,0.75,0.204,0,0.652737317970186,0.0649485130187128,0.547582674240672,0.806318287620094,9.17990932107703e-24,TRUE,0.652737317970186
"gestimation",0.6,0,250,0.75,0.204,0,-0.0119997674860064,0.278707320548864,-0.638143368798666,0.430623946083002,0.965657622736753,FALSE,-0.0119997674860064
"standard",0.6,0,250,0.75,0.204,0,0.602160207525867,0.0643094708861128,0.461671859520456,0.700652452246712,7.7155448269453e-21,TRUE,0.602160207525867
"gestimation",0.6,0,250,0.75,0.204,0,-0.135303571693425,0.227020818639965,-0.574866904679683,0.274646015415514,0.551177687421302,FALSE,-0.135303571693425
"standard",0.6,0,250,0.75,0.204,0,0.50844492138155,0.070923694245225,0.356908149994505,0.628730242124201,7.56023660672679e-13,TRUE,0.50844492138155
"gestimation",0.6,0,250,0.75,0.204,0,-0.146976565810618,0.266083523442237,-0.806528219682557,0.30233546813481,0.580694854560613,FALSE,-0.146976565810618
"standard",0.6,0,250,0.75,0.204,0,0.634373115769818,0.0480581159424559,0.526108931671856,0.716439202103897,8.75901206290522e-40,TRUE,0.634373115769818
"gestimation",0.6,0,250,0.75,0.204,0,0.384105970555279,0.305025022543335,-0.217913342817669,1.04084598466839,0.207936245837507,FALSE,0.384105970555279
"standard",0.6,0,250,0.75,0.204,0,0.552340734023728,0.0686189167574451,0.423268193093232,0.658854014918326,8.32046172645695e-16,TRUE,0.552340734023728
"gestimation",0.6,0,250,0.75,0.204,0,0.102203564881304,0.3200028865814,-0.682893314269145,0.536020287598215,0.749435903814178,FALSE,0.102203564881304
"standard",0.6,0,250,0.75,0.204,0,0.594868917797129,0.0561678173681097,0.485031367814205,0.696525634878769,3.2834514065153e-26,TRUE,0.594868917797129
"gestimation",0.6,0,250,0.75,0.204,0,0.0124418255303688,0.193985224753914,-0.36088790612075,0.341805922283561,0.948860339631707,FALSE,0.0124418255303688
"standard",0.6,0,250,0.75,0.204,0,0.619147018119655,0.0610980790626421,0.472043498696995,0.716503317087175,3.91716440034957e-24,TRUE,0.619147018119655
"gestimation",0.6,0,250,0.75,0.204,0,0.0520268176189578,0.204247025022518,-0.447369824266667,0.398010731391484,0.798935527864294,FALSE,0.0520268176189578
"standard",0.6,0,250,0.75,0.204,0,0.58560518753521,0.0654948618325408,0.461909032099456,0.703227739735095,3.84832427670473e-19,TRUE,0.58560518753521
"gestimation",0.6,0,250,0.75,0.204,0,-0.766578118918324,0.51796562942619,-1.61061405428701,-0.0117479023224781,0.138878920777041,TRUE,-0.766578118918324
"standard",0.6,0,250,0.75,0.204,0,0.586598059133381,0.0450075246181157,0.48376861565637,0.658036058187532,7.907636308751e-39,TRUE,0.586598059133381
"gestimation",0.6,0,250,0.75,0.204,0,0.0790811126781853,0.1810044187653,-0.302836898419978,0.360284169718581,0.662182741533503,FALSE,0.0790811126781853
"standard",0.6,0,250,0.75,0.204,0,0.372824412885825,0.0893312094049283,0.199372897875426,0.517935035422288,2.99946660237087e-05,TRUE,0.372824412885825
"gestimation",0.6,0,250,0.75,0.204,0,-0.0369384425418387,0.195674186859097,-0.483166905062131,0.350931143957512,0.850268974700891,FALSE,-0.0369384425418387
"standard",0.6,0,250,0.75,0.204,0,0.638114734649683,0.0531808924598928,0.519458689211265,0.714177595703462,3.59843373711112e-33,TRUE,0.638114734649683
"gestimation",0.6,0,250,0.75,0.204,0,0.0140767964337731,0.334627002605754,-0.781438734081082,0.673238257420649,0.966445186250473,FALSE,0.0140767964337731
"standard",0.6,0,250,0.75,0.204,0,0.539397797418467,0.0667123141590129,0.419179553290395,0.656516722723958,6.1944859350549e-16,TRUE,0.539397797418467
"gestimation",0.6,0,250,0.75,0.204,0,0.0362411749349517,0.205748977981553,-0.406127754556904,0.354452425535364,0.860181856840621,FALSE,0.0362411749349517
"standard",0.6,0,250,0.75,0.204,0,0.539810119423631,0.0578477394483579,0.424980933773238,0.6435977750094,1.04315984609411e-20,TRUE,0.539810119423631
"gestimation",0.6,0,250,0.75,0.204,0,-0.242750920529231,0.338387104370741,-1.00856761326333,0.264077654309259,0.473141881526102,FALSE,-0.242750920529231
"standard",0.6,0,250,0.75,0.204,0,0.606105304862079,0.044804038201531,0.502468581778091,0.675251376281531,1.07013279248048e-41,TRUE,0.606105304862079
"gestimation",0.6,0,250,0.75,0.204,0,0.102161427095182,0.263295119605791,-0.505722399974391,0.540069301456045,0.698007824583594,FALSE,0.102161427095182
"standard",0.6,0,250,0.75,0.204,0,0.640279662344392,0.0476734726162395,0.545630723792447,0.721648366346651,4.00573350355982e-41,TRUE,0.640279662344392
"gestimation",0.6,0,250,0.75,0.204,0,0.296976050977648,0.15372047533859,0.0166949400412235,0.571678668898995,0.0533690674199492,TRUE,0.296976050977648
"standard",0.6,0,250,0.75,0.204,0,0.573884944515212,0.0616806812877431,0.443261429765187,0.682239651805597,1.35096490472278e-20,TRUE,0.573884944515212
"gestimation",0.6,0,250,0.75,0.204,0,0.0419450948692491,0.187058897205101,-0.267979415827837,0.364986727086035,0.822574687597212,FALSE,0.0419450948692491
"standard",0.6,0,250,0.75,0.204,0,0.447348293824068,0.0852852286043779,0.283351490135081,0.596206634356365,1.56011521422932e-07,TRUE,0.447348293824068
"gestimation",0.6,0,250,0.75,0.204,0,-0.275624383823148,0.268298742531264,-0.859898399956937,0.142565593678824,0.304277317658987,FALSE,-0.275624383823148
"standard",0.6,0,250,0.75,0.204,0,0.635572640252859,0.05498148746344,0.50832623573949,0.731423001692053,6.58949140851815e-31,TRUE,0.635572640252859
"gestimation",0.6,0,250,0.75,0.204,0,0.218004075569517,0.197884592544871,-0.16274281264739,0.547554579577811,0.2706039408185,FALSE,0.218004075569517
"standard",0.6,0,250,0.75,0.204,0,0.54934603934798,0.0745315635480815,0.387038385253873,0.668854775750894,1.69798597639413e-13,TRUE,0.54934603934798
"gestimation",0.6,0,250,0.75,0.204,0,-0.317358149368956,0.284705955725997,-0.956965786608576,0.148051822588765,0.264984390532661,FALSE,-0.317358149368956
"standard",0.6,0,250,0.75,0.204,0,0.547843620489095,0.0577767743874522,0.447402553226812,0.657855722590742,2.49279618511591e-21,TRUE,0.547843620489095
"gestimation",0.6,0,250,0.75,0.204,0,-0.0182857946983398,0.171283230292404,-0.323579637590748,0.308575787613535,0.914981247895027,FALSE,-0.0182857946983398
"standard",0.6,0,250,0.75,0.204,0,0.556697525295313,0.0592153821589884,0.421348669743174,0.657830088671799,5.39280510283027e-21,TRUE,0.556697525295313
"gestimation",0.6,0,250,0.75,0.204,0,-0.185356149414589,0.228383194143284,-0.644913499340469,0.278669178972348,0.417020314038338,FALSE,-0.185356149414589
"standard",0.6,0,250,0.75,0.204,0,0.651667218623454,0.0417453241149403,0.541695508990166,0.71410172333864,6.17085851579916e-55,TRUE,0.651667218623454
"gestimation",0.6,0,250,0.75,0.204,0,0.0638721713136786,0.207217623123421,-0.361535964231881,0.429714091204909,0.757901879724239,FALSE,0.0638721713136786
"standard",0.6,0,250,0.75,0.204,0,0.665729205192125,0.0459221518628982,0.554518222974952,0.744291482517151,1.26731520525507e-47,TRUE,0.665729205192125
"gestimation",0.6,0,250,0.75,0.204,0,-0.0843633351539717,0.218360059928877,-0.549752867095878,0.30183171078986,0.69923772590412,FALSE,-0.0843633351539717
"standard",0.6,0,250,0.75,0.204,0,0.462867445826599,0.0928262138137296,0.240481663881386,0.606791154186316,6.15187909014129e-07,TRUE,0.462867445826599
"gestimation",0.6,0,250,0.75,0.204,0,-0.274353939915864,0.24959380611681,-0.788037383956925,0.111712502383169,0.271680090549314,FALSE,-0.274353939915864
"standard",0.6,0,250,0.75,0.204,0,0.643282832357582,0.0652135478034611,0.534145147374345,0.776394470222898,5.94764177288123e-23,TRUE,0.643282832357582
"gestimation",0.6,0,250,0.75,0.204,0,0.315210371275733,0.183546024541515,-0.0489336245306636,0.644512396430901,0.085917623179212,FALSE,0.315210371275733
"standard",0.6,0,250,0.75,0.204,0,0.593229027123095,0.0725368661348896,0.464398165796436,0.736329193110656,2.87850809726081e-16,TRUE,0.593229027123095
"gestimation",0.6,0,250,0.75,0.204,0,0.0813559407055517,0.226500074918631,-0.325383452435311,0.457813435506832,0.719455008593908,FALSE,0.0813559407055517
"standard",0.6,0,250,0.75,0.204,0,0.540867306437721,0.0897169325884456,0.371561051373029,0.696136850249893,1.65388257890926e-09,TRUE,0.540867306437721
"gestimation",0.6,0,250,0.75,0.204,0,-0.0946115566904663,0.178909383273764,-0.371585011876421,0.215259536136003,0.596927620950456,FALSE,-0.0946115566904663
"standard",0.6,0,250,0.75,0.204,0,0.653855746745239,0.0612264479882577,0.550928870503802,0.787281776594008,1.27224221395009e-26,TRUE,0.653855746745239
"gestimation",0.6,0,250,0.75,0.204,0,-0.0454297876069296,0.22039725413451,-0.591459254904758,0.318176444108951,0.836691840489953,FALSE,-0.0454297876069296
"standard",0.6,0,250,0.75,0.204,0,0.655698924811624,0.0527381932070076,0.542435827933355,0.739542447868764,1.72813293014065e-35,TRUE,0.655698924811624
"gestimation",0.6,0,250,0.75,0.204,0,0.119454694796248,0.161052828779991,-0.189939509178174,0.374353390290454,0.458262302759176,FALSE,0.119454694796248
"standard",0.6,0,250,0.75,0.204,0,0.642129525093871,0.0622372863364716,0.524698162792201,0.773228956573365,5.87686532287012e-25,TRUE,0.642129525093871
"gestimation",0.6,0,250,0.75,0.204,0,0.328685836874984,0.176019569381342,0.0448556860143135,0.627697908954009,0.0618561413592701,TRUE,0.328685836874984
"standard",0.6,0,250,0.75,0.204,0,0.607553236709727,0.0705538513554275,0.478529614748527,0.730102160243907,7.23005143364723e-18,TRUE,0.607553236709727
"gestimation",0.6,0,250,0.75,0.204,0,0.124838406521327,0.225657610583218,-0.36319778872726,0.489274121150294,0.580112460382731,FALSE,0.124838406521327
"standard",0.6,0,250,0.75,0.204,0,0.662626439306163,0.0389595538190511,0.574600282250219,0.733376369783452,7.1568344279053e-65,TRUE,0.662626439306163
"gestimation",0.6,0,250,0.75,0.204,0,-0.447180425324078,0.320275766281434,-1.12165300769735,0.0324405257894311,0.162643560897488,FALSE,-0.447180425324078
"standard",0.6,0,250,0.75,0.204,0,0.400736546340208,0.0881908718533309,0.218699728062551,0.546630549015599,5.52049031999527e-06,TRUE,0.400736546340208
"gestimation",0.6,0,250,0.75,0.204,0,-0.382514732285156,0.274967101164368,-0.894571271467667,0.118071781440097,0.164186286093531,FALSE,-0.382514732285156
"standard",0.6,0,250,0.75,0.204,0,0.6137685035211,0.0731025206055323,0.408541798466304,0.716312127990383,4.61959598722844e-17,TRUE,0.6137685035211
"gestimation",0.6,0,250,0.75,0.204,0,0.038932337682201,0.189667551955852,-0.299662684535891,0.400171160369604,0.83736415013975,FALSE,0.038932337682201
"standard",0.6,0,250,0.75,0.204,0,0.467204461060213,0.0747537124821229,0.305421985279441,0.581212791998557,4.10672181252139e-10,TRUE,0.467204461060213
"gestimation",0.6,0,250,0.75,0.204,0,0.167758900522195,0.207806078654783,-0.250347936581244,0.506870348955666,0.419501831900042,FALSE,0.167758900522195
"standard",0.6,0,250,0.75,0.204,0,0.521361739831224,0.0707835096569792,0.391070685575918,0.640563167357509,1.76375759209747e-13,TRUE,0.521361739831224
"gestimation",0.6,0,250,0.75,0.204,0,-0.0899228255583132,0.261589482152204,-0.617135476035284,0.343244812133762,0.731030162093298,FALSE,-0.0899228255583132
"standard",0.6,0,250,0.75,0.204,0,0.451115634047308,0.0938908126017388,0.223390947855951,0.604497484734688,1.54996525645768e-06,TRUE,0.451115634047308
"gestimation",0.6,0,250,0.75,0.204,0,-0.18091282535632,0.250927683760676,-0.680068659287648,0.245215795417696,0.470924311417965,FALSE,-0.18091282535632
"standard",0.6,0,250,0.75,0.204,0,0.527071726782478,0.067017832142356,0.371805231781416,0.640141932893344,3.7013378179552e-15,TRUE,0.527071726782478
"gestimation",0.6,0,250,0.75,0.204,0,-0.376632813860766,0.349180295532508,-1.16206867522966,0.166934290455571,0.280757208435317,FALSE,-0.376632813860766
"standard",0.6,0,250,0.75,0.204,0,0.654373489925176,0.0608659448114777,0.511313943038837,0.745418701907925,5.85837691093332e-27,TRUE,0.654373489925176
"gestimation",0.6,0,250,0.75,0.204,0,0.147515075858965,0.17084513961387,-0.207688211841608,0.414468389138232,0.387893830325025,FALSE,0.147515075858965
"standard",0.6,0,250,0.75,0.204,0,0.599287901566485,0.0478473030403111,0.500401448827585,0.671549045664031,5.44851649998251e-36,TRUE,0.599287901566485
"gestimation",0.6,0,250,0.75,0.204,0,-0.23691959752141,0.324299481045941,-0.853973501419211,0.273781899012536,0.465049141392713,FALSE,-0.23691959752141
"standard",0.6,0,250,0.75,0.204,0,0.647346398491824,0.0627801923011248,0.52544219756933,0.783843363001241,6.26376805669029e-25,TRUE,0.647346398491824
"gestimation",0.6,0,250,0.75,0.204,0,0.324318768939092,0.198406343011022,-0.138498610424581,0.663221055290906,0.102128951706095,FALSE,0.324318768939092
"standard",0.6,0,250,0.75,0.204,0,0.589736347152001,0.0541989814265589,0.471469079599984,0.679028438521448,1.42076192769338e-27,TRUE,0.589736347152001
"gestimation",0.6,0,250,0.75,0.204,0,-0.241223969582449,0.306627805439664,-0.93673872670375,0.260148727177127,0.431457742704306,FALSE,-0.241223969582449
"standard",0.6,0,250,0.75,0.204,0,0.671012431890268,0.0650173874560945,0.562834040920225,0.793982057560078,5.69215115869044e-25,TRUE,0.671012431890268
"gestimation",0.6,0,250,0.75,0.204,0,0.104424150134608,0.18481199134162,-0.252782286883841,0.398845188542726,0.572053982273865,FALSE,0.104424150134608
"standard",0.6,0,250,0.75,0.204,0,0.547962897946925,0.0522910809995919,0.447817016815315,0.629752083267636,1.07776760015238e-25,TRUE,0.547962897946925
"gestimation",0.6,0,250,0.75,0.204,0,0.0765519262414549,0.301403515490979,-0.555163307211012,0.562424355424627,0.799507263464285,FALSE,0.0765519262414549
"standard",0.6,0,250,0.75,0.204,0,0.64071990951245,0.0596172560607856,0.519888144572499,0.746443070866097,6.10730903447563e-27,TRUE,0.64071990951245
"gestimation",0.6,0,250,0.75,0.204,0,0.0170301190071082,0.21160562517536,-0.540500946231748,0.322516349615773,0.935855132891846,FALSE,0.0170301190071082
"standard",0.6,0,250,0.75,0.204,0,0.547660812605363,0.0513226030454153,0.43607513721873,0.632930913174374,1.39199333520258e-26,TRUE,0.547660812605363
"gestimation",0.6,0,250,0.75,0.204,0,-0.041559557601019,0.224155932016069,-0.576693565275264,0.344436621377438,0.852911642304762,FALSE,-0.041559557601019
"standard",0.6,0,250,0.75,0.204,0,0.646629939167064,0.0476129814174906,0.537673342309842,0.734262466048722,5.19420022075859e-42,TRUE,0.646629939167064
"gestimation",0.6,0,250,0.75,0.204,0,0.066685497688562,0.160945667559757,-0.239820609118783,0.370097676240419,0.678628445744072,FALSE,0.066685497688562
"standard",0.6,0,250,0.75,0.204,0,0.589558380996797,0.0473512466549523,0.489576884561121,0.666043650846351,1.38542777517275e-35,TRUE,0.589558380996797
"gestimation",0.6,0,250,0.75,0.204,0,0.663149285377455,0.266220080847559,0.215154386907702,1.35434293681609,0.0127390767479223,TRUE,0.663149285377455
"standard",0.6,0,250,0.75,0.204,0,0.518091318411171,0.083082046628699,0.359362311862197,0.659912045090081,4.49188549045299e-10,TRUE,0.518091318411171
"gestimation",0.6,0,250,0.75,0.204,0,-0.00624189488760372,0.236752725764296,-0.605232929207185,0.333949534566279,0.978966516048548,FALSE,-0.00624189488760372
"standard",0.6,0,250,0.75,0.204,0,0.553231836465768,0.0601989831128259,0.446055743975379,0.661673440236091,3.92648391822995e-20,TRUE,0.553231836465768
"gestimation",0.6,0,250,0.75,0.204,0,-0.603833475550485,0.37337090806023,-1.35657714605634,0.0359564399442861,0.105824688871158,FALSE,-0.603833475550485
"standard",0.6,0,250,0.75,0.204,0,0.593846328430272,0.0560033409181927,0.492929161059059,0.70371707589201,2.86216954096111e-26,TRUE,0.593846328430272
"gestimation",0.6,0,250,0.75,0.204,0,-0.218472378238258,0.350913856360425,-1.13116641167206,0.222146909655432,0.533559752788533,FALSE,-0.218472378238258
"standard",0.6,0,250,0.75,0.204,0,0.622352840102419,0.0484985859407211,0.526502709565866,0.714272805885993,1.0797894091265e-37,TRUE,0.622352840102419
"gestimation",0.6,0,250,0.75,0.204,0,0.00279491783923004,0.230372465486069,-0.468873512947536,0.408190031364639,0.99032016659128,FALSE,0.00279491783923004
"standard",0.6,0,250,0.75,0.204,0,0.606502620621295,0.0554344748974147,0.498172411830785,0.700330458620971,7.34731694031396e-28,TRUE,0.606502620621295
"gestimation",0.6,0,250,0.75,0.204,0,0.072038466150159,0.240977647822057,-0.391861459825339,0.540474844298883,0.764983900726615,FALSE,0.072038466150159
"standard",0.6,0,250,0.75,0.204,0,0.679687968293823,0.0536475302998799,0.594984513147803,0.801723589017493,8.72567769946229e-37,TRUE,0.679687968293823
"gestimation",0.6,0,250,0.75,0.204,0,-0.110651423167617,0.381963769885677,-0.919583073620169,0.445103554650567,0.772052728916403,FALSE,-0.110651423167617
"standard",0.6,0,250,0.75,0.204,0,0.650829182288076,0.0485350841653797,0.554592244707974,0.723033889941555,5.3226246582222e-41,TRUE,0.650829182288076
"gestimation",0.6,0,250,0.75,0.204,0,-0.119924924309674,0.182917092957563,-0.491405999414097,0.210222889022179,0.512065769373057,FALSE,-0.119924924309674
"standard",0.6,0.3,250,0.75,0.204,0,0.610664989756208,0.0669288457310661,0.473524629484316,0.746476288888297,7.23396662755355e-20,TRUE,0.610664989756208
"gestimation",0.6,0.3,250,0.75,0.204,0,-0.0481328527766496,0.183895305517304,-0.42244280672987,0.27965552342352,0.793521499257185,FALSE,-0.0481328527766496
"standard",0.6,0.3,250,0.75,0.204,0,0.694379896797956,0.0561958791368155,0.596461522800257,0.802934137814791,4.49742595856523e-35,TRUE,0.694379896797956
"gestimation",0.6,0.3,250,0.75,0.204,0,0.117240449363375,0.191878962417551,-0.256843021034222,0.443388944665365,0.54119128833782,FALSE,0.117240449363375
"standard",0.6,0.3,250,0.75,0.204,0,0.697791623100362,0.062917235555798,0.585383277806901,0.828881362773849,1.39307102629737e-28,TRUE,0.697791623100362
"gestimation",0.6,0.3,250,0.75,0.204,0,0.0395881935376884,0.22953694354046,-0.384720557511186,0.37014616279628,0.863068192120368,FALSE,0.0395881935376884
"standard",0.6,0.3,250,0.75,0.204,0,0.625298270849122,0.0588840314139955,0.521700334867903,0.732658798351309,2.42765544484715e-26,TRUE,0.625298270849122
"gestimation",0.6,0.3,250,0.75,0.204,0,0.00370822996238957,0.182551720707961,-0.374462203971468,0.315232390526241,0.98379343695985,FALSE,0.00370822996238957
"standard",0.6,0.3,250,0.75,0.204,0,0.6810689668615,0.0607092818112168,0.554744688036662,0.82443776418422,3.30717896564387e-29,TRUE,0.6810689668615
"gestimation",0.6,0.3,250,0.75,0.204,0,0.116517226149996,0.24565610075369,-0.489105800845161,0.520331517396076,0.635278626426129,FALSE,0.116517226149996
"standard",0.6,0.3,250,0.75,0.204,0,0.68705505346275,0.0525221846101861,0.592230549461706,0.794582759306417,4.21533723220875e-39,TRUE,0.68705505346275
"gestimation",0.6,0.3,250,0.75,0.204,0,-0.0709338944299254,0.234145042609946,-0.586438648686409,0.35053976616989,0.761929093095962,FALSE,-0.0709338944299254
"standard",0.6,0.3,250,0.75,0.204,0,0.729617241261718,0.0707530838487872,0.600306425715543,0.883104114243945,6.20887861546107e-25,TRUE,0.729617241261718
"gestimation",0.6,0.3,250,0.75,0.204,0,0.267664686962432,0.144411168442592,-0.0249434546441929,0.550422760065105,0.0638121280351685,FALSE,0.267664686962432
"standard",0.6,0.3,250,0.75,0.204,0,0.617100432725624,0.0603747143509647,0.497187234844059,0.726350563816201,1.59399306839298e-24,TRUE,0.617100432725624
"gestimation",0.6,0.3,250,0.75,0.204,0,0.227876127171619,0.193416004401468,-0.217176730396948,0.524991985566798,0.238730502429339,FALSE,0.227876127171619
"standard",0.6,0.3,250,0.75,0.204,0,0.563473596928899,0.0621237318333001,0.442307745943865,0.651304272120914,1.18817631651426e-19,TRUE,0.563473596928899
"gestimation",0.6,0.3,250,0.75,0.204,0,0.196918852978247,0.179316903912801,-0.16138855183182,0.514213567794474,0.272134138044203,FALSE,0.196918852978247
"standard",0.6,0.3,250,0.75,0.204,0,0.578779897114403,0.055873608529283,0.458315977250099,0.66671496411692,3.81980803800292e-25,TRUE,0.578779897114403
"gestimation",0.6,0.3,250,0.75,0.204,0,-0.341223804155787,0.220642241191219,-0.711956726752505,0.0858641717878263,0.121983227743655,FALSE,-0.341223804155787
"standard",0.6,0.3,250,0.75,0.204,0,0.751125664081044,0.0558342397347889,0.634271484866168,0.853988018004444,2.96517146493546e-41,TRUE,0.751125664081044
"gestimation",0.6,0.3,250,0.75,0.204,0,0.23369093709578,0.179743103213484,-0.172712358677632,0.506049081591973,0.193553488142444,FALSE,0.23369093709578
"standard",0.6,0.3,250,0.75,0.204,0,0.624422677690841,0.0621276383459267,0.47354661898985,0.708600370153522,9.12704591417163e-24,TRUE,0.624422677690841
